Spectrum Name:
Description:
Student ID:
Detector Used:
Comments:
Acquisition Mode:	PHA Pre-Amp
High Voltage:	0
Conversion Gain:	1024
Coarse Gain:	2
Fine Gain:	1.0
Upper Discriminator:	3
Lower Discriminator:	0
Calibration Coefficients:	5.204961216597666E-7	0.002380368409691405	0.0502018509354924
Calibration Channels:	244	430	486
Calibration Energies:	0.662	1.17	1.33
Elapsed Real Time:	111.91
Elapsed Live Time:	107.37
Start Time:	November 12, 2021, 04:29:49
End Time:	November 12, 2021, 04:31:41
ROIs:
ROI:	Low	High	Gross	Net	FWHM	Centroid

2	769	852	15232	6369	35	2
3	151	201	36637	6163	23	0

Channel Data:
Channel	Energy	Counts
0	0.0502018509354924	0
1	0.05258273984130546	0
2	0.05496466973936184	0
3	0.05734764062966155	2
4	0.059731652512204574	2
5	0.06211670538699092	2
6	0.06450279925402058	7
7	0.06688993411329355	7
8	0.06927810996480986	10
9	0.07166732680856949	7
10	0.07405758464457242	7
11	0.07644888347281868	18
12	0.07884122329330825	5
13	0.08123460410604116	6
14	0.08362902591101737	16
15	0.08602448870823692	15
16	0.08842099249769977	65
17	0.09081853727940595	1457
18	0.09321712305335544	2013
19	0.09561674981954826	2233
20	0.0980174175779844	2467
21	0.10041912632866386	2730
22	0.10282187607158663	3012
23	0.10522566680675272	3513
24	0.10763049853416214	3906
25	0.11003637125381488	4173
26	0.11244328496571093	3852
27	0.1148512396698503	3686
28	0.11726023536623298	3471
29	0.119670272054859	3211
30	0.12208134973572833	2967
31	0.12449346840884098	2892
32	0.12690662807419695	2680
33	0.12932082873179623	2581
34	0.13173607038163887	2461
35	0.13415235302372477	2446
36	0.13656967665805403	2387
37	0.1389880412846266	2305
38	0.14140744690344248	2384
39	0.1438278935145017	2314
40	0.14624938111780422	2292
41	0.14867190971335006	2245
42	0.15109547930113923	2285
43	0.15352008988117172	2302
44	0.15594574145344753	2254
45	0.15837243401796663	2151
46	0.1608001675747291	2185
47	0.16322894212373484	2279
48	0.16565875766498395	2177
49	0.16808961419847634	2173
50	0.17052151172421207	2162
51	0.17295445024219108	2000
52	0.17538842975241348	1920
53	0.17782345025487914	1926
54	0.18025951174958812	1867
55	0.18269661423654046	1851
56	0.1851347577157361	1827
57	0.18757394218717505	1793
58	0.19001416765085732	1670
59	0.19245543410678295	1784
60	0.19489774155495185	1622
61	0.1973410899953641	1786
62	0.19978547942801966	1666
63	0.2022309098529185	1671
64	0.20467738127006072	1688
65	0.20712489367944623	1544
66	0.20957344708107506	1593
67	0.21202304147494722	1536
68	0.2144736768610627	1520
69	0.21692535323942147	1491
70	0.2193780706100236	1544
71	0.22183182897286902	1518
72	0.2242866283279578	1431
73	0.22674246867528985	1467
74	0.22919935001486524	1419
75	0.23165727234668396	1439
76	0.23411623567074596	1456
77	0.23657623998705132	1356
78	0.2390372852956	1345
79	0.24149937159639198	1382
80	0.24396249888942728	1347
81	0.24642666717470593	1325
82	0.24889187645222785	1321
83	0.2513581267219931	1317
84	0.2538254179840017	1311
85	0.2562937502382536	1249
86	0.25876312348474884	1255
87	0.2612335377234874	1206
88	0.26370499295446925	1218
89	0.26617748917769446	1221
90	0.26865102639316296	1147
91	0.27112560460087476	1284
92	0.2736012238008299	1157
93	0.27607788399302835	1089
94	0.27855558517747014	1140
95	0.28103432735415523	1046
96	0.2835141105230837	1036
97	0.2859949346842554	1047
98	0.2884767998376705	1034
99	0.2909597059833289	1066
100	0.29344365312123055	1041
101	0.2959286412513755	1055
102	0.2984146703737639	1054
103	0.3009017404883956	1015
104	0.30338985159527054	1000
105	0.3058790036943888	1011
106	0.3083691967857504	969
107	0.3108604308693554	970
108	0.31335270594520365	958
109	0.3158460220132952	1009
110	0.3183403790736301	931
111	0.3208357771262083	977
112	0.3233322161710298	842
113	0.3258296962080947	892
114	0.32832821723740285	915
115	0.33082777925895435	914
116	0.3333283822727492	850
117	0.33583002627878733	860
118	0.33833271127706877	825
119	0.3408364372675935	879
120	0.3433412042503616	855
121	0.345847012225373	794
122	0.34835386119262773	859
123	0.3508617511521258	843
124	0.3533706821038672	812
125	0.35588065404785185	848
126	0.3583916669840798	858
127	0.3609037209125512	844
128	0.36341681583326585	819
129	0.3659309517462238	839
130	0.3684461286514251	846
131	0.3709623465488697	802
132	0.37347960543855757	825
133	0.3759979053204888	804
134	0.3785172461946634	791
135	0.3810376280610813	770
136	0.3835590509197425	743
137	0.38608151477064706	789
138	0.38860501961379484	706
139	0.391129565449186	744
140	0.3936551522768205	710
141	0.3961817800966983	709
142	0.39870944890881943	655
143	0.40123815871318386	725
144	0.40376790950979163	677
145	0.40629870129864265	726
146	0.4088305340797371	695
147	0.4113634078530748	671
148	0.41389732261865586	633
149	0.4164322783764802	666
150	0.4189682751265479	687
151	0.42150531286885884	688
152	0.42404339160341314	633
153	0.4265825113302108	699
154	0.42912267204925175	663
155	0.43166387376053605	705
156	0.43420611646406365	652
157	0.4367494001598345	650
158	0.43929372484784873	653
159	0.4418390905281063	656
160	0.4443854972006072	625
161	0.4469329448653514	673
162	0.44948143352233894	695
163	0.45203096317156977	662
164	0.45458153381304384	739
165	0.4571331454467613	678
166	0.45968579807272214	703
167	0.46223949169092626	680
168	0.4647942263013737	723
169	0.46735000190406445	668
170	0.46990681849899846	739
171	0.4724646760861758	738
172	0.4750235746655966	752
173	0.4775835142372606	795
174	0.48014449480116794	801
175	0.4827065163573186	809
176	0.48526957890571254	776
177	0.48783368244634984	843
178	0.4903988269792305	843
179	0.4929650125043544	815
180	0.4955322390217217	830
181	0.4981005065313323	840
182	0.5006698150331862	830
183	0.5032401645272834	807
184	0.505811555013624	833
185	0.5083839864922077	880
186	0.510957458963035	823
187	0.5135319724261055	805
188	0.5161075268814193	765
189	0.5186841223289764	796
190	0.5212617587687769	782
191	0.5238404362008207	760
192	0.5264201546251077	740
193	0.5290009140416382	703
194	0.5315827144504119	649
195	0.534165555851429	643
196	0.5367494382446893	599
197	0.539334361630193	589
198	0.54192032600794	556
199	0.5445073313779304	571
200	0.547095377740164	529
201	0.5496844650946411	551
202	0.5522745934413613	501
203	0.5548657627803248	509
204	0.5574579731115319	471
205	0.560051224434982	505
206	0.5626455167506756	459
207	0.5652408500586126	464
208	0.5678372243587928	423
209	0.5704346396512163	510
210	0.5730330959358831	448
211	0.5756325932127933	468
212	0.5782331314819467	441
213	0.5808347107433436	457
214	0.5834373309969836	497
215	0.5860409922428671	503
216	0.5886456944809939	484
217	0.591251437711364	467
218	0.5938582219339774	485
219	0.5964660471488341	475
220	0.5990749133559341	474
221	0.6016848205552776	457
222	0.6042957687468642	463
223	0.6069077579306943	443
224	0.6095207881067675	459
225	0.6121348592750842	461
226	0.6147499714356441	445
227	0.6173661245884474	427
228	0.619983318733494	454
229	0.6226015538707839	438
230	0.6252208300003173	420
231	0.6278411471220937	431
232	0.6304625052361137	435
233	0.6330849043423767	423
234	0.6357083444408833	427
235	0.6383328255316332	428
236	0.6409583476146263	381
237	0.6435849106898628	390
238	0.6462125147573425	417
239	0.6488411598170658	428
240	0.6514708458690321	440
241	0.654101572913242	412
242	0.6567333409496949	348
243	0.6593661499783914	412
244	0.6619999999993311	410
245	0.6646348910125139	378
246	0.6672708230179405	389
247	0.6699077960156101	355
248	0.672545810005523	356
249	0.6751848649876795	367
250	0.677824960962079	365
251	0.680466097928722	362
252	0.6831082758876081	365
253	0.6857514948387378	368
254	0.6883957547821107	367
255	0.6910410557177269	362
256	0.6936873976455864	357
257	0.6963347805656894	359
258	0.6989832044780355	371
259	0.7016326693826249	330
260	0.7042831752794578	336
261	0.706934722168534	358
262	0.7095873100498535	335
263	0.7122409389234163	343
264	0.7148956087892224	331
265	0.7175513196472718	331
266	0.7202080714975645	333
267	0.7228658643401007	371
268	0.72552469817488	351
269	0.7281845730019025	369
270	0.7308454888211686	331
271	0.733507445632678	369
272	0.7361704434364307	305
273	0.7388344822324266	358
274	0.7414995620206659	330
275	0.7441656828011485	324
276	0.7468328445738746	314
277	0.7495010473388437	326
278	0.7521702910960564	347
279	0.7548405758455123	313
280	0.7575119015872114	361
281	0.7601842683211539	326
282	0.7628576760473398	305
283	0.7655321247657689	319
284	0.7682076144764416	352
285	0.7708841451793573	325
286	0.7735617168745166	296
287	0.7762403295619189	305
288	0.7789199832415648	312
289	0.7816006779134537	330
290	0.7842824135775861	311
291	0.7869651902339618	355
292	0.7896490078825809	301
293	0.7923338665234434	319
294	0.795019766156549	337
295	0.7977067067818979	312
296	0.8003946883994904	330
297	0.8030837110093259	323
298	0.8057737746114051	345
299	0.8084648792057272	292
300	0.8111570247922928	297
301	0.8138502113711017	300
302	0.8165444389421539	334
303	0.8192397075054496	286
304	0.8219360170609884	316
305	0.8246333676087707	313
306	0.8273317591487961	302
307	0.830031191681065	268
308	0.8327316652055772	311
309	0.8354331797223327	304
310	0.8381357352313314	306
311	0.8408393317325735	302
312	0.8435439692260591	293
313	0.8462496477117878	295
314	0.8489563671897598	302
315	0.8516641276599752	312
316	0.854372929122434	290
317	0.8570827715771361	282
318	0.8597936550240814	289
319	0.8625055794632701	286
320	0.8652185448947021	270
321	0.8679325513183773	310
322	0.8706475987342961	296
323	0.8733636871424579	282
324	0.8760808165428633	299
325	0.8787989869355117	274
326	0.8815181983204037	287
327	0.8842384506975389	280
328	0.8869597440669175	287
329	0.8896820784285393	259
330	0.8924054537824047	293
331	0.8951298701285131	290
332	0.8978553274668648	294
333	0.90058182579746	279
334	0.9033093651202986	287
335	0.9060379454353802	250
336	0.9087675667427055	267
337	0.9114982290422737	275
338	0.9142299323340857	268
339	0.9169626766181407	254
340	0.919696461894439	232
341	0.9224312881629808	288
342	0.9251671554237657	251
343	0.9279040636767941	275
344	0.9306420129220658	264
345	0.9333810031595808	271
346	0.9361210343893391	231
347	0.9388621066113407	279
348	0.9416042198255856	268
349	0.9443473740320738	234
350	0.9470915692308055	251
351	0.9498368054217805	227
352	0.9525830826049986	228
353	0.9553304007804602	245
354	0.958078759948165	256
355	0.9608281601081132	281
356	0.9635786012603047	242
357	0.9663300834047395	274
358	0.9690826065414178	230
359	0.9718361706703391	246
360	0.974590775791504	243
361	0.9773464219049119	231
362	0.9801031090105634	233
363	0.9828608371084582	248
364	0.9856196061985962	281
365	0.9883794162809776	262
366	0.9911402673556022	240
367	0.9939021594224704	252
368	0.9966650924815816	237
369	0.9994290665329364	284
370	1.0021940815765342	258
371	1.0049601376123756	259
372	1.0077272346404602	247
373	1.010495372660788	263
374	1.0132645516733594	236
375	1.016034771678174	247
376	1.0188060326752317	237
377	1.021578334664533	250
378	1.0243516776460775	281
379	1.0271260616198654	267
380	1.0299014865858964	254
381	1.0326779525441712	210
382	1.0354554594946888	236
383	1.03823400743745	244
384	1.0410135963724545	236
385	1.0437942262997022	248
386	1.0465758972191932	251
387	1.0493586091309277	216
388	1.0521423620349055	269
389	1.0549271559311264	246
390	1.0577129908195908	242
391	1.0604998667002985	221
392	1.0632877835732495	250
393	1.0660767414384438	228
394	1.0688667402958814	235
395	1.0716577801455625	242
396	1.0744498609874866	226
397	1.0772429828216543	255
398	1.0800371456480653	249
399	1.0828323494667194	218
400	1.0856285942776172	257
401	1.0884258800807578	238
402	1.0912242068761422	245
403	1.0940235746637696	209
404	1.0968239834436404	213
405	1.0996254332157547	217
406	1.102427923980112	232
407	1.1052314557367129	242
408	1.108036028485557	237
409	1.1108416422266445	248
410	1.1136482969599752	236
411	1.1164559926855493	214
412	1.1192647294033666	228
413	1.1220745071134273	214
414	1.1248853258157314	237
415	1.1276971855102789	252
416	1.1305100861970694	214
417	1.1333240278761034	263
418	1.1361390105473808	231
419	1.1389550342109014	237
420	1.1417720988666653	227
421	1.1445902045146725	216
422	1.1474093511549233	252
423	1.150229538787417	204
424	1.1530507674121542	237
425	1.1558730370291348	228
426	1.1586963476383587	235
427	1.161520699239826	249
428	1.1643460918335364	211
429	1.1671725254194902	225
430	1.1699999999976873	246
431	1.1728285155681277	242
432	1.1756580721308116	228
433	1.1784886696857388	236
434	1.1813203082329093	214
435	1.184152987772323	235
